epoch,global_step,train_loss,val_loss,generalization_gap,val_loss_delta,best_val_loss_so_far,best_epoch_so_far
62,34162,2.7439706921577454,3.658966362476349,0.9149956703186035,0.002447926998138339,3.6501805901527407,48
63,34713,2.772447633743286,3.6549904465675356,0.8825428128242496,-0.003975915908813299,3.6501805901527407,48
64,35264,2.746463859081268,3.6480278968811035,0.9015640377998353,-0.006962549686432062,3.6480278968811035,64
65,35815,2.7540459871292113,3.6628895878791807,0.9088436007499694,0.014861690998077215,3.6480278968811035,64
66,36366,2.7404059171676636,3.6596702694892884,0.9192643523216248,-0.0032193183898923117,3.6480278968811035,64
67,36917,2.720021200180054,3.661596214771271,0.941575014591217,0.0019259452819824219,3.6480278968811035,64
68,37468,2.7249414324760437,3.659558892250061,0.9346174597740173,-0.0020373225212098056,3.6480278968811035,64
69,38019,2.713357186317444,3.6505827069282533,0.9372255206108093,-0.008976185321807773,3.6480278968811035,64
70,38570,2.712418031692505,3.6592123746871947,0.9467943429946897,0.008629667758941473,3.6480278968811035,64
71,39121,2.7198094964027404,3.6606760144233705,0.9408665180206301,0.0014636397361758036,3.6480278968811035,64
72,39672,2.7263685941696165,3.660722088813782,0.9343534946441654,4.607439041137695e-05,3.6480278968811035,64
73,40223,2.718309235572815,3.66120502948761,0.9428957939147948,0.0004829406738280362,3.6480278968811035,64
74,40774,2.685140073299408,3.6636129021644592,0.9784728288650513,0.0024078726768492764,3.6480278968811035,64
75,41325,2.683535706996918,3.662469804286957,0.9789340972900389,-0.0011430978775024414,3.6480278968811035,64
76,41876,2.694046711921692,3.6679439902305604,0.9738972783088684,0.0054741859436036044,3.6480278968811035,64
77,42427,2.6652040123939513,3.661125433444977,0.9959214210510257,-0.006818556785583407,3.6480278968811035,64
78,42978,2.6726802945137025,3.65764240026474,0.9849621057510376,-0.0034830331802369052,3.6480278968811035,64
79,43529,2.6708166718482973,3.661609148979187,0.9907924771308898,0.0039667487144470215,3.6480278968811035,64
80,44080,2.6748164772987364,3.65879408121109,0.9839776039123538,-0.002815067768096924,3.6480278968811035,64
81,44631,2.6572542071342466,3.6700921773910524,1.0128379702568058,0.011298096179962247,3.6480278968811035,64
82,45182,2.663365912437439,3.6619483709335325,0.9985824584960934,-0.008143806457519887,3.6480278968811035,64
83,45733,2.6760503172874452,3.6732542753219604,0.9972039580345151,0.011305904388427823,3.6480278968811035,64
84,46284,2.6598845720291138,3.6689401268959045,1.0090555548667908,-0.004314148426055819,3.6480278968811035,64
85,46835,2.6085137724876404,3.6622282028198243,1.053714430332184,-0.0067119240760802334,3.6480278968811035,64
86,47386,2.6263209700584413,3.6675525665283204,1.041231596469879,0.005324363708496094,3.6480278968811035,64
87,47937,2.6399625301361085,3.6697772979736327,1.0298147678375242,0.0022247314453123224,3.6480278968811035,64
88,48488,2.643005168437958,3.6631433367729187,1.0201381683349608,-0.0066339612007140225,3.6480278968811035,64
89,49039,2.630905842781067,3.6656283020973204,1.0347224593162534,0.002484965324401678,3.6480278968811035,64
90,49590,2.632047414779663,3.666903793811798,1.034856379032135,0.0012754917144777167,3.6480278968811035,64
91,50141,2.622531461715698,3.6645948767662047,1.0420634150505066,-0.0023089170455934394,3.6480278968811035,64
92,50692,2.6248523473739622,3.6644863367080687,1.0396339893341064,-0.00010854005813598633,3.6480278968811035,64
93,51243,2.6303216099739073,3.6728888034820555,1.0425671935081482,0.008402466773986816,3.6480278968811035,64
94,51794,2.6430401682853697,3.6726213097572327,1.029581141471863,-0.0002674937248228204,3.6480278968811035,64
95,52345,2.6256175518035887,3.672087585926056,1.0464700341224673,-0.000533723831176669,3.6480278968811035,64
