batch_size,seed,epoch,global_step,train_loss,val_loss,test_loss,train_ppl,val_ppl,test_ppl,train_top_1_accuracy,train_top_3_accuracy,train_top_5_accuracy,val_top_1_accuracy,val_top_3_accuracy,val_top_5_accuracy,test_top_1_accuracy,test_top_3_accuracy,test_top_5_accuracy,top_1_accuracy,top_3_accuracy,top_5_accuracy,epoch_time,total_training_time,average_epoch_time,max_gpu_memory_allocated,max_gpu_memory_reserved,memory_status
16,42,1,551,5.254519529221495,5.260233003266004,5.266863285757324,191.42948748000336,192.52634533872936,193.8070905547754,0.1503897388271325,0.23709909539473684,0.28242772374092556,0.1507376783398184,0.23727302204928663,0.28144252594033725,0.15011746301393428,0.23635198047479786,0.28134878182521933,0.15011746301393428,0.23635198047479786,0.28134878182521933,12.18392380000023,32.774223899999924,32.774223899999924,201010176,232783872,available
16,42,2,1102,4.722069971358062,4.748355836284404,4.7545282561972515,112.40067821223428,115.39440118290288,116.10886660454027,0.18446840262023592,0.29998458059210525,0.35776305155399274,0.18269698443579765,0.2983341439688716,0.35606152723735407,0.18299165125580596,0.2969946133665921,0.35454208240151386,0.18299165125580596,0.2969946133665921,0.35454208240151386,11.570125400000506,63.62102950000008,31.81051475000004,201010176,232783872,available
16,42,3,1653,4.504641224814414,4.5474279364761045,4.553054346506992,90.43589207377309,94.38932050197975,94.92189034487365,0.19851955960753176,0.3259370391901089,0.38881897969600726,0.19554555771725032,0.3220553664072633,0.3840689850843061,0.1954327853517977,0.3216678941596422,0.3843446262687081,0.1954327853517977,0.3216678941596422,0.3843446262687081,11.033938999999918,95.76869499999975,31.92289833333325,201010176,232783872,available
16,42,4,2204,4.387199558493446,4.442833861526178,4.449683786258409,80.41490611922815,85.01552284527993,85.5998718663729,0.2053457492059891,0.3383966297073503,0.40418698956442833,0.2023548962386511,0.3341946335927367,0.39879215304798965,0.2014967798468949,0.3331971443316704,0.39832124655943574,0.2014967798468949,0.3331971443316704,0.39832124655943574,11.734217100000023,127.20280099999945,31.800700249999863,201010176,232783872,available
16,42,5,2755,4.307710368057777,4.375233426385996,4.3821464240796955,74.27024259418423,79.45838507133469,80.0095837264681,0.2099086533008167,0.3471821475158802,0.4148822099024501,0.20641820687418935,0.3415207522697795,0.40814486057068744,0.20563150481678996,0.3404781040340616,0.4073312241957681,0.20563150481678996,0.3404781040340616,0.4073312241957681,11.544644999999946,157.89904249999927,31.579808499999853,201010176,232783872,available
16,42,6,3306,4.251131994970914,4.326466540901029,4.3360919558854345,70.18481625483139,75.67641407575059,76.40834789810629,0.2130084859913793,0.3530486118988203,0.42189360963021777,0.20913383592736706,0.3463541666666667,0.41452861543450065,0.20807282706863925,0.345554952262171,0.41341941015826594,0.20807282706863925,0.345554952262171,0.41341941015826594,11.69421179999972,188.79538799999955,31.465897999999925,201010176,232783872,available
16,42,7,3857,4.210193802786826,4.296935597244574,4.3051986143382415,67.3695949602641,73.47429353683296,74.08392812208497,0.21496515568284935,0.3568086433756806,0.4267852838588929,0.21022819390402075,0.3490393968871595,0.4178522211413748,0.20917219486495786,0.3481467992000688,0.41742242602786855,0.20917219486495786,0.3481467992000688,0.41742242602786855,11.417637700000341,219.70761109999967,31.386801585714238,201010176,232783872,available
16,42,8,4408,4.17093045611996,4.264950251092716,4.274915127839478,64.7756950182186,71.16137968445284,71.87403894581638,0.21736491180807624,0.3608150309097096,0.431314513384755,0.21218385214007782,0.35353842412451364,0.42164194228274965,0.21118075864441768,0.35143347884052983,0.42094497247548596,0.21118075864441768,0.35143347884052983,0.42094497247548596,11.51992590000009,251.16093309999997,31.395116637499996,201010176,232783872,available
16,42,9,4959,4.140862289227937,4.243602407221892,4.252688810290792,62.856999000623915,69.65833809133075,70.29416614870904,0.218718983949637,0.36357634556488205,0.4348033759641561,0.2131566147859922,0.35462264915693903,0.4234152075226978,0.21215782513332188,0.35336610829175985,0.4235771385257182,0.21215782513332188,0.35336610829175985,0.4235771385257182,11.359540400000697,281.86741319999965,31.318601466666628,201010176,232783872,available
16,42,10,5510,4.113446587443136,4.223969060547498,4.233643053650364,61.15713816929811,68.30404989826856,68.96802929366352,0.22067919833257713,0.36653527676951,0.43861126077586204,0.21474748702983137,0.35675056744487676,0.4271238651102464,0.21313757956304835,0.35554670028384655,0.4266212315069671,0.21313757956304835,0.35554670028384655,0.4266212315069671,11.664879500000097,312.57515369999965,31.257515369999965,201010176,232783872,available
