batch_size,seed,epoch,global_step,train_loss,val_loss,test_loss,train_ppl,val_ppl,test_ppl,train_top_1_accuracy,train_top_3_accuracy,train_top_5_accuracy,val_top_1_accuracy,val_top_3_accuracy,val_top_5_accuracy,test_top_1_accuracy,test_top_3_accuracy,test_top_5_accuracy,top_1_accuracy,top_3_accuracy,top_5_accuracy,epoch_time,total_training_time,average_epoch_time,max_gpu_memory_allocated,max_gpu_memory_reserved,memory_status
4,42,1,2207,4.70060845138695,4.730831109180351,4.733928581263382,110.01409031776281,113.38976247049158,113.74152860589075,0.18523713610104214,0.30193082379927505,0.3604953698459447,0.18409533073929962,0.3004519293125811,0.357348411154345,0.18363474109754,0.2988996914243936,0.3571204896353002,0.18363474109754,0.2988996914243936,0.3571204896353002,28.51751689999992,72.30715690000034,72.30715690000034,73901056,96468992,available
4,42,2,4414,4.391245064067798,4.446917612935595,4.45123531000697,80.74088399827535,85.36341497552658,85.73278518286817,0.20393120610557317,0.3376366391028546,0.4030039363389216,0.20144293125810636,0.333617055771725,0.39759646562905315,0.2006016955530707,0.33242032943402716,0.3974201143987614,0.2006016955530707,0.33242032943402716,0.3974201143987614,34.25493710000001,152.95167690000017,76.47583845000008,73901056,96468992,available
4,42,3,6621,4.268941316768817,4.343388036125065,4.347140088621021,71.44595692987053,76.96786800508086,77.25719793745554,0.21135078018803807,0.35043682034435886,0.4187607966130494,0.20784695201037615,0.34523954280155644,0.41096181906614787,0.20668988151556855,0.344051049372097,0.4112710734560468,0.20668988151556855,0.344051049372097,0.4112710734560468,28.406325299999935,223.08233280000013,74.36077760000005,73901056,96468992,available
4,42,4,8828,4.19549588256148,4.283621351953615,4.2888310447688935,66.38664339519703,72.50252232561718,72.88122379791172,0.21467914589941098,0.35744488417535114,0.42779543781150886,0.21064364461738003,0.3512281128404669,0.4198078793774319,0.20902368613452607,0.34954318445725097,0.41888264987958024,0.20902368613452607,0.34954318445725097,0.41888264987958024,28.083820300000298,291.9963263000004,72.9990815750001,73901056,96468992,available
4,42,5,11035,4.141730750800799,4.242024810820664,4.2470722250976145,62.91161159988081,69.54853198547494,69.90045965397502,0.2178614918441323,0.362662657170367,0.43452827650657,0.21310595006485084,0.3552204928664073,0.4247527561608301,0.2117633698176501,0.35348908158437986,0.42425651556855326,0.2117633698176501,0.35348908158437986,0.42425651556855326,28.55205100000012,361.6312184000003,72.32624368000006,73901056,96468992,available
4,42,6,13242,4.099674408825804,4.208333782581468,4.2157555157104065,60.32064453024997,67.24440261864744,67.74532920166662,0.2200960367580426,0.3671352868713185,0.4395301172405981,0.21463602464332035,0.3587163586251621,0.4290693904020752,0.21303274987097884,0.3567139385859281,0.42831396223980733,0.21303274987097884,0.3567139385859281,0.42831396223980733,27.73108170000023,430.3601470000003,71.72669116666673,73901056,96468992,available
4,42,7,15449,4.060066497860638,4.180997900394578,4.185875737466146,57.97816637480105,65.43111438138082,65.75105637482996,0.22314829236520164,0.3714919857272315,0.4447124915043045,0.21623702983138782,0.36130025940337224,0.43254499027237353,0.21518243054360917,0.359835309865818,0.4322618753225529,0.21518243054360917,0.359835309865818,0.4322618753225529,28.13380649999999,499.9383187000003,71.41975981428575,73901056,96468992,available
4,42,8,17656,4.016055870769139,4.143593928974527,4.150036809614199,55.48184614560814,63.028936406056346,63.43633532217679,0.22794924529904848,0.3773690600928863,0.4505948756796556,0.22083738651102464,0.36724829766536965,0.43711494811932555,0.21969682715465336,0.36534827649234475,0.43723322187338726,0.21969682715465336,0.36534827649234475,0.43723322187338726,29.017157700000098,569.8138747000003,71.22673433750003,73901056,96468992,available
4,42,9,19863,3.9772953485870017,4.111419609791256,4.1173283542846955,53.37248487117525,61.03329956841493,61.39499727849597,0.23193160257136383,0.3821310744222927,0.45632947015178976,0.22396846627756162,0.3710076199740597,0.4430731193255512,0.22270530492000687,0.3692148793652159,0.44251368161878546,0.22270530492000687,0.3692148793652159,0.44251368161878546,27.97989630000029,640.0971234000003,71.12190260000004,73901056,96468992,available
4,42,10,22070,3.9371607176145926,4.077299161278522,4.083346812389625,51.27281643171443,58.98594299983133,59.34375025975147,0.23718919913910286,0.38816655811055734,0.46277557912324424,0.22923759727626458,0.37547624837872895,0.44793693255512324,0.2272143256494065,0.37447450756924133,0.4476355528556683,0.2272143256494065,0.37447450756924133,0.4476355528556683,29.965740800000276,714.1208108000001,71.41208108000001,73901056,96468992,available
