name,lr,context_length,emb_dim,n_heads,n_layers,drop_rate,batch_size,num_epochs,eval_freq,eval_iter,weight_decay,qkv_bias,vocab_size,param_count,steps_per_epoch,total_steps,best_val_loss,best_step,final_train_loss,final_val_loss,elapsed_sec
final_ctx128_layers4_lr3e-4,0.0003,128,192,4,4,0.1,16,5,100,20,0.1,False,500,1994112,826,4130,2.761461877822876,4130,2.7173680663108826,2.761461877822876,1902.6120624542236
